id,popularity,revenue,vote_average,title
57022,4.016473,0,6,Sunshine State
17710,4.5973,0,5.6,Hey Arnold! The Movie
2022,6.674356,171269535,5.6,Mr. Deeds
50035,2.605409,4186931,6.3,Lovely & Amazing
9719,2.008306,0,5.9,Pumpkin
11982,9.016076,0,4.7,Look Who's Talking Now!
27224,1.521922,0,6.1,Lost in Yonkers
12251,1.755586,0,5.6,Mo' Money
88818,0.902187,0,5.7,The Object of Beauty
30114,4.102354,0,4.8,Wagons East!
70489,0.506589,0,5.4,Zebrahead
21972,5.422624,0,5.7,Like Mike
608,16.775716,441818803,6.1,Men in Black II
59387,5.024459,11411644,5.6,The Powerpuff Girls Movie
26290,7.576878,0,7.1,Me Without You
17043,3.148745,33082548,5.4,The Crocodile Hunter: Collision Course
6278,13.067306,43061982,6,Reign of Fire
4147,13.426684,181001478,7.3,Road to Perdition
16664,2.695993,0,6.6,All About Lily Chou-Chou
14651,1.257659,0,6.3,My Wife Is an Actress
96238,0.807369,0,4,Never Again
15096,8.875771,0,6.1,20 Million Miles to Earth
19731,1.974792,0,6.1,Grand Theft Auto
20324,2.328043,0,7.4,The Importance of Being Earnest
49370,1.289698,12918858,3.9,Perfect
14902,1.558517,0,7.1,1776
42254,2.82367,0,7.6,Fox and His Friends
1842,1.522753,22000000,5.6,The Legend of Boggy Creek
2721,11.943621,83305,8,Z
11442,8.502529,37664855,4.5,Halloween: Resurrection
1364,8.164312,2628241,6.6,Sex and Lucia
8869,10.800753,0,5.4,Eight Legged Freaks
8665,7.718723,35168966,6.1,K-19: The Widowmaker
10996,9.274909,169956806,5.4,Stuart Little 2
818,8.786653,296655431,5.9,Austin Powers in Goldmember
18357,7.007574,0,4.3,The Country Bears
29047,2.6493,1434436,7.3,The Kid Stays in the Picture
45861,0.653271,240093,6.4,Happy Times
39141,9.203416,2891288,5.5,Tadpole
33152,6.804386,0,5.5,Who Is Cletis Tout?
149445,1.345474,0,6.6,Harry and Walter Go To New York
10309,1.262664,0,7.2,The Merchant of Four Seasons
6404,5.207465,0,7.5,Nosferatu the Vampyre
19133,7.524202,0,6.1,The Big Bus
43199,2.947023,0,6.1,The Eddy Duchin Story
43915,0.531514,0,7.1,Fathom
24130,2.433339,0,6.1,In Like Flint
43445,1.148749,0,7.8,La Terra Trema
36645,4.969116,0,5.3,Modesty Blaise
5155,2.112961,0,7,Ossessione
23728,11.714305,0,6.3,Our Man Flint
3780,4.249501,0,8.1,Red Beard
10786,3.849626,0,6.6,Robin and Marian
8764,5.971241,20458340,7,Top Secret!
13908,4.659087,0,3.7,The Master of Disguise
2675,11.211568,408247917,6.4,Signs
12308,5.50323,0,6.5,The Last Kiss
9488,7.164131,119723358,5.3,Spy Kids 2: The Island of Lost Dreams
9962,4.388338,16856124,6.1,The Good Girl
9573,5.852263,26199517,6.1,Blood Work
7451,12.722381,277448382,5.8,xXx
2750,12.655728,0,6.8,24 Hour Party People
30586,1.56449,0,6.3,Biggie and Tupac
61112,0.671441,0,4.5,The Château
92384,0.202829,0,2.5,Trois 2: Pandora's Box
43772,0.221421,0,5.7,Secret Ballot
20337,0.527297,19184015,5,Martin Lawrence Live: Runteldat
27062,1.023718,0,6.6,Lan Yu
34070,2.42118,0,7,Songs from the Second Floor
6173,2.98332,0,7,Read My Lips
10305,3.596246,0,5.5,Merci pour le Chocolat
42337,3.873576,0,7,Beau Pere
18694,0.68564,0,6.2,Change of Habit
74578,0.502596,0,5.8,A Matter of Taste
10081,8.332485,0,6.1,The Principal
11484,6.680938,30000000,6,Rollerball
11692,8.903754,7103973,4.4,The Adventures of Pluto Nash
9266,6.455738,51842679,5.6,Blue Crush
3640,7.458993,0,6.6,Mostly Martha
8653,3.882092,21075,6.9,The Isle
30072,4.439325,10113733,6.5,Possession
9357,10.753445,52223306,6.6,One Hour Photo
12771,10.16841,16930185,5,Serving Sara
9296,5.759483,19576023,5.5,S1m0ne
15070,13.35278,12398628,6.1,Undisputed
26942,1.294569,0,5.4,Amy's Orgasm
206042,0.885044,0,7,Children on Their Birthdays
26895,0.532229,0,7,Hush!
60608,1.811615,0,6.3,How I Killed My Father
146231,0.001178,0,0,Hybrid
97447,0.669752,0,5,Satin Rouge
11243,2.849672,0,5.4,The Care Bears Movie
19975,2.508783,0,5.5,Care Bears Movie II: A New Generation
10323,7.50381,41092328,6.8,Clash of the Titans
9595,11.026793,181096164,6.4,Hot Shots!
28319,3.185801,0,5.4,Nightmare City
46878,3.955633,0,5.4,The Swarm
24750,5.65127,0,6.8,Time After Time
31393,0.483134,0,3.7,The Unearthly
24038,15.360682,2955917,4.9,976-EVIL
79783,0.50525,250993,4.9,Camilla
9941,9.970485,62134225,5.9,Down and Out in Beverly Hills
18639,1.62482,0,6.1,Flaming Star
39833,1.157582,9000000,5.5,Love Me Tender
32858,1.09212,0,6,The Return of the Vampire
3127,3.522296,0,6.8,The Revenge of Frankenstein
10859,8.376319,0,6.3,Stakeout
32825,0.994694,0,6.8,Wild in the Country
10725,2.522474,10626725,6,Wolfen
9544,5.160215,18902015,3.2,FearDotCom
23967,2.245356,0,5.5,Slap Her... She's French
57351,0.210241,0,3,Love and a Bullet
26165,1.059641,0,5.2,Mad Love
31514,1.209032,0,7.4,À Nous la Liberté
13571,1.514134,0,6.5,True Colors
26056,2.0769,70569,7.5,Snipes
13536,3.903016,22433915,5.7,City By The Sea
20616,8.421411,34411240,5,Swimfan
96218,0.0026,0,0,Heartbreak Hospital
79319,1.011264,0,5.5,The Incubus
16806,4.063135,0,6.3,Johnny Dangerously
15516,9.640939,0,6,The Last House on the Left
9299,7.110912,2647055,7.2,Thesis
113369,0.10064,0,8,The Pinochet Case
10611,6.498789,75781642,6.2,Barbershop
12770,7.272325,0,4.4,Stealing Harvard
4108,13.217421,43928932,6.6,The Transporter
55903,0.159662,0,7,Betty Fisher and Other Stories
46466,2.522402,0,6.6,The Children of the Century
9685,5.536107,4777465,6.5,Igby Goes Down
87481,0.214632,0,7.2,Quitting
16370,0.796778,8041049,5.3,Aspen Extreme
18913,7.772822,19740070,5,Betsy's Wedding
14361,5.429614,22518097,5.6,Captain Ron
41021,0.720269,0,5.7,The Devil Bat
18943,2.30623,0,5.1,Ernest Goes to Jail
32685,4.197955,0,5.9,Ernest Scared Stupid
64079,1.456925,0,5.9,The Gypsy Moths
18477,3.09433,0,4.3,The Hills Have Eyes Part II
12262,4.788002,25000000,6.1,The Hills Have Eyes
33506,2.406006,0,6.8,Indian Summer
29515,1.392731,0,7.2,The Mack
41582,2.804503,16453258,5.8,Monkey Trouble
50382,2.398954,0,4.8,Monster in the Closet
42633,0.7583,0,6.3,No Way to Treat a Lady
26680,6.649791,0,5.3,Shock Waves
34086,2.428279,15369573,4.8,Spaced Invaders
11504,4.409121,0,4.6,Suburban Commando
23470,2.556077,4916135,4.4,Surf Ninjas
977,2.211623,0,7.4,Tabu
233,3.386374,23000000,7.2,The Wanderers
19049,2.123277,0,6.9,The Yearling
5506,12.509812,0,7.3,The Ladykillers
32961,4.546546,0,7.3,The Lavender Hill Mob
32568,3.579001,0,6.9,The Man in the White Suit
29698,2.45982,0,7.5,Ratcatcher
22244,4.454846,0,6.6,Society
19460,3.319598,0,7.3,Son of the Bride
575,7.881933,0,7.5,The Experiment
10550,9.094558,19924033,4.3,Ballistic: Ecks vs. Sever
9034,8.992438,0,5.5,The Banger Sisters
9093,6.894153,29882645,6.5,The Four Feathers
9039,5.781667,6916869,5.8,Trapped
1958,5.717082,0,6.9,8 Women
23550,3.83196,215339,7,His Secret Life
68569,0.685649,0,6.5,Invincible
318535,0.006517,0,0,The Mesmerist
11013,10.936827,9304609,6.8,Secretary
129,41.048867,274925095,8.3,Spirited Away
54714,0.299669,0,6.3,The Trials of Henry Kissinger
11529,8.587129,180622424,6.1,Sweet Home Alabama
10771,6.023213,0,5.3,The Tuxedo
38951,0.775503,0,7.6,Charly
55018,0.405812,0,5,Crazy As Hell
44635,1.739704,0,0,Just a Kiss
31005,14.074906,10011050,6.4,Moonlight Mile
72308,0.009083,0,0,Shanghai Ghetto
50123,0.914404,249204,6,Skins
2110,12.426505,0,6.2,Wasabi
15173,1.734181,0,6.4,Jonah: A VeggieTales Movie
9533,2.968157,209196298,6.7,Red Dragon
38866,0.410523,0,7,Between Strangers
4107,7.757913,773228,7.2,Bloody Sunday
10575,5.186944,0,6.8,Heaven
47500,0.302487,0,6.5,Pipe Dream
15720,5.071803,0,5.9,The Man from Elysian Fields
9260,3.031934,0,6.2,Welcome to Collinwood
21828,2.076971,2415396,6.4,Flirting
1682,2.967672,0,6.4,Mothra vs. Godzilla
39462,1.334439,0,4.4,Godzilla's Revenge
18983,8.07532,0,6.8,"Godzilla, King of the Monsters!"
41971,0.928494,0,5.6,The Moderns
33831,9.637341,0,6.2,The Onion Field
24348,2.726061,589244,7.4,Powaqqatsi
19140,2.40977,0,7.1,The Pride of the Yankees
82545,0.370342,0,5.2,Texasville
37606,8.40852,1132112,6.7,Valmont
34600,0.506874,0,3.5,Ernest Goes to Africa
39128,1.08121,0,3.3,Ernest In The Army
11868,8.355326,0,7.2,Horror of Dracula
12921,2.954184,0,6.2,Strange Brew
19953,3.37816,0,6.4,The Incredible Mr. Limpet
53049,0.59091,799674,5.2,Claire of the Moon
10772,4.891638,17277,7.1,Django
77079,0.540326,0,4.6,Django Strikes Again
74899,0.519465,0,7.3,The Fan
120694,0.295987,299171,0,Festival in Cannes
12719,2.115753,6488144,6.6,Flashback
25001,8.240643,0,6,Hanky Panky
43438,0.486514,0,5.9,The Rocking Horse Winner
3092,2.459915,0,7,Seance on a Wet Afternoon
4989,0.674968,0,7.6,Shamus
15313,0.664949,0,7.6,The Wrong Guy
12590,11.19785,605562,6,Below
37964,3.142874,27362712,7,Brown Sugar
7501,6.557426,12000000,5.9,Knockaround Guys
1809,6.781935,0,6.3,The Rules of Attraction
13768,5.951492,19158074,6.4,Tuck Everlasting
10994,13.75498,0,7.2,White Oleander
1430,11.393859,35564473,7.3,Bowling for Columbine
19973,7.938629,2744253,6.8,Comedian
40815,2.264968,0,6.5,On Guard
12600,7.072301,28023563,5.7,Pokémon 4Ever: Celebi - Voice of the Forest
8051,6.753969,17000000,6.9,Punch-Drunk Love
70443,0.47396,0,5.4,Safe Conduct
12779,3.492576,598645,4.8,Swept Away
146269,0.001677,0,0,The Young Unknowns
15992,3.485213,10719357,4.6,Abandon
1613,6.368323,14,5.9,The 51st State
565,13.740965,249348933,6.5,The Ring
14112,7.936578,2062066,6.1,Auto Focus
41324,0.702597,0,7.1,Fidel: The Untold Story
15192,3.166163,0,6.3,The Grey Zone
49872,2.186679,100477,5.9,Hansel & Gretel
21925,2.850011,13308,6.1,Naqoyqatsi
30309,2.363243,0,5.9,Real Women Have Curves
16646,8.815485,6723732,7.2,Russian Ark
37288,0.848101,0,7.2,Take Care of My Cat
20861,1.076999,0,6.4,Tully
12647,3.846331,0,5.7,Billy Bathgate
12477,0.010902,0,8.2,Grave of the Fireflies
10285,9.223325,15938065,4.2,Jason Goes to Hell: The Final Friday
19403,5.266983,0,6.8,The Mechanic
11009,13.657204,237113184,6.5,Saturday Night Fever
10805,4.860672,64892670,4.7,Staying Alive
40064,2.130583,0,6,To the Devil a Daughter
17496,4.566587,0,5.7,Urban Cowboy
40969,3.43877,0,5.8,Terror Train
76411,0.02158,0,7.4,Times Square
5917,1.95931,0,6.9,Tom Horn
31278,1.706648,0,2.9,The Pumaman
33670,1.987499,0,6.1,Up the Academy
47942,2.284384,3763988,7,When Time Ran Out...
33076,9.389486,14155617,4.9,Wholly Moses
44932,2.218273,0,5.4,Without Warning
15668,3.782547,22471595,5.2,Xanadu
30709,1.417079,0,7.3,...All the Marbles
19429,3.21594,40716963,6.8,Absence of Malice
140413,0.708186,10000000,7.3,All Night Long
21294,1.701134,6892098,5,The Amateur
11340,6.100879,0,6.4,Banana Joe
42142,0.753306,0,6.9,Marianne and Juliane
11644,7.536295,12000000,7.3,Blow Out
33721,0.235578,0,5.7,The Boogens
36133,1.566468,0,6.2,Buddy Buddy
24124,8.942517,0,6.2,The Burning
34697,1.514551,0,5,Butterfly
8691,2.767334,0,5.3,Cannibal Ferox
53922,3.858572,9566593,5.8,Carbon Copy
66592,1.128953,0,5.8,Charlie Chan and the Curse of the Dragon Queen
6399,5.928981,0,6.9,A Friend Is a Treasure
25773,0.888234,0,7.3,The Chosen
19123,5.568624,0,7.1,Knock on Wood
26560,2.931013,15578237,5.5,Continental Divide
36220,0.837756,0,4.8,The Creature Wasn't Nice
225,0.886249,0,6.1,Man of Iron
24274,3.891243,216166,6.1,Dead & Buried
33016,3.175395,0,5,Deadly Blessing
26444,5.674684,0,6.1,Death Hunt
19114,5.786435,32492674,5,Endless Love
17205,1.213727,0,5.5,Enter the Ninja
24740,6.302682,13277558,6.3,The Entity
10863,9.698848,18000000,6.4,Eye of the Needle
31679,1.316179,0,5.9,Eyewitness
15900,1.166911,0,3.3,Faces of Death II
12237,2.97789,0,4,Faces of Death
15901,0.867342,0,3.4,Faces of Death III
15902,0.778312,0,3.9,Faces of Death IV
15904,0.453391,0,2,Faces of Death VI
97251,0.020448,0,0,Faces of Death: Fact or Fiction?
12579,9.373676,0,7,The Woman Next Door
85058,0.384338,0,7.7,First Monday in October
23668,1.433116,0,6.4,"Fort Apache, the Bronx"
70971,0.337021,0,7,Four Friends
25113,7.531501,0,6.3,The Four Seasons
28893,3.853415,0,5.2,Galaxy of Terror
11646,7.44658,11740000,7.1,Gallipoli
5062,2.445608,0,7.2,The Inquisitor
24634,7.878735,0,6.3,Ghost Story
75963,0.137095,0,4,Going Ape!
16124,1.023164,1400000,8.5,Goodbye Pork Pie
21764,3.018382,0,7,Gregory's Girl
22435,0.804917,0,5.4,Who Pulled the Plug?
42149,2.12989,566736,5.7,The Hand
37936,6.558858,0,6,Happy Birthday to Me
73247,1.08281,2154696,3.8,Heartbeeps
38255,0.01575,0,0,Historien om Kim Skov
46364,1.794332,0,3.6,Inseminoid
27016,2.121307,0,6.5,"Ladies and Gentlemen, the Fabulous Stains"
35685,8.637148,0,5.4,Lady Chatterley's Lover
38665,1.38292,2945600,3.7,The Legend of the Lone Ranger
265,2.525223,0,5.6,Lili Marleen
2264,1.900407,0,7.2,Lola
21874,1.457778,0,5.7,Looker
41394,1.02698,0,6.6,"The Looney, Looney, Looney Bugs Bunny Movie"
47957,1.812505,0,5.7,Madman
31407,0.759427,0,7.8,Teddy Bear
16471,5.619281,0,5.5,Modern Problems
63443,2.258556,0,6.7,Modern Romance
22171,8.201117,0,6.3,Ms .45
39874,3.407098,0,6.4,My Bloody Valentine
25468,3.875264,0,7.7,My Dinner with André
19507,3.950775,29916207,5.2,Neighbors
29072,0,0,0,Night of the Zombies
75596,0.837251,0,6.4,The Night the Lights Went Out in Georgia
42146,0.695628,0,7,Only When I Laugh
17450,8.031761,9171289,6.3,Pennies from Heaven
47886,3.896297,1198346,6.1,Pieces
31646,3.468843,0,3.9,Piranha Part Two: The Spawning
14269,5.430699,0,6.4,Polyester
41280,8.173864,26279000,6.3,Private Lessons
1672,10.093285,0,7.1,The Professional
35935,0.073617,0,7.5,Derrida
9645,13.955376,68349884,5.3,Ghost Ship
9012,14.095586,64282312,6.1,Jackass: The Movie
13098,3.928278,3090862,6.4,Paid in Full
13440,2.372928,0,4.5,The Truth About Charlie
12454,3.411156,0,7,All or Nothing
31668,1.652275,23000,6.1,All The Queen's Men
41645,0.508711,0,3.6,Food of Love
1360,11.283472,56298474,7.3,Frida
13441,3.529256,1260761,6.3,Roger Dodger
45767,1.153239,0,5.2,Time Changer
14626,2.336209,0,7.2,Beau Travail
48155,0.719732,0,5.9,The Big Knife
12208,13.300519,41744718,5.3,Casino Royale
11905,3.399621,0,6.6,The Company of Wolves
39497,0.153041,0,4.4,Escanaba in da Moonlight
1941,7.819581,21750000,6.9,Exodus
26685,3.034758,0,6.3,How to Murder Your Wife
31918,3.767458,0,6.2,"The Russians Are Coming, The Russians Are Coming"
19662,1.762156,0,6.7,The World of Henry Orient
8427,10.404277,33561137,5.2,I Spy
9021,5.205729,172855065,5.5,The Santa Clause 2
277415,0.001177,0,0,Besotted
28988,0.770711,0,6.2,Blackboards
52735,0.72422,0,5.3,Love in the Time of Money
13526,2.488424,109130,5.6,The Weight of Water
9280,6.426438,16838910,6.2,Femme Fatale
65,8.374355,215000000,6.8,8 Mile
117520,0.001662,0,0,Etoiles: Dancers of the Paris Opera Ballet
10712,10.107519,29027914,6.9,Far from Heaven
27204,1.534982,0,5,God Is Great and I'm Not
152023,0.586722,0,0,The Rising Place
10167,8.650691,0,4.6,Half Past Dead
672,29.741452,876688482,7.4,Harry Potter and the Chamber of Secrets
16351,3.387974,0,5.7,Ararat
542,2.195447,0,6.2,The Crime of Padre Amaro
36584,0.573201,0,5.6,Interview with the Assassin
30192,0.643481,0,7,Standing in the Shadows of Motown
33251,1.832369,0,7.1,The Way Home
25466,5.951804,0,6,Mutant Action
50677,0.572387,0,5,Eyes of an Angel
2165,11.774131,0,5.6,Liberty Stands Still
25037,2.982447,0,7.9,The Life and Death of Colonel Blimp
11617,8.40322,0,6.8,Rio Grande
24909,1.51734,0,5.8,The Young Americans
81530,0.172242,0,6.6,Blackrock
34341,1.418177,4245870,4.6,Men with Brooms
18993,3.419312,0,6.2,Mysterious Island
53000,0.239635,0,4.3,Soul Assassin
29229,1.610081,0,5.2,Left Behind II: Tribulation Force
11880,10.073784,0,6.7,Dog Soldiers
63435,1.01416,0,6.4,Fingers
80849,0.411203,0,6,"Good Evening, Mr. Wallenberg"
1377,2.266744,0,6.8,Houseboat
11629,0.752094,0,4.5,Legion of the Dead
2528,1.233405,1942423,6.6,Madame Bovary
12716,4.406499,0,7.7,My Father's Glory
12717,3.111707,0,7.4,My Mother's Castle
13888,8.929393,2807854,5.2,Return to the Blue Lagoon
48524,2.036657,0,5.7,Too Beautiful for You
10750,12.698468,15073942,6.2,Toy Soldiers
44247,2.887538,0,6.4,The Prowler
45226,0.520743,0,6.8,The Pursuit of D.B. Cooper
96966,0.725026,0,4.8,Raggedy Man
25566,6.154039,0,6.7,Ragtime
109962,12.180836,0,4.9,Rich and Famous
13386,0.738954,0,7.5,Ricomincio da tre
43089,4.291236,100000,6.5,Roadgames
47888,5.692818,10217873,5.7,Rollover
20472,0.85835,0,5.1,Saturday the 14th
9538,10.574039,14225876,6.5,Scanners
14664,2.633399,35610100,6.1,Sharky's Machine
27997,2.0212,0,5.8,Shock Treatment
49934,1.08751,0,7.3,Do You Remember Dolly Bell?
84735,1.09807,0,4.9,So Fine
9317,5.082509,0,6.3,Cabbage Soup
12528,4.239893,0,7,Southern Comfort
47890,0.627368,439564,5.7,Sphinx
69014,1.244269,0,6.6,Tales of Ordinary Madness
21515,2.142083,0,5.6,Student Bodies
42371,1.343727,0,3.9,Take This Job and Shove It
26325,2.081712,36565280,3.8,"Tarzan, the Ape Man"
69169,0.803521,0,6,Tattoo
31921,1.718048,0,5.5,They All Laughed
11524,10.480229,4300000,7.3,Thief
109264,0.303062,2028612,6.9,This Is Elvis
32077,2.73921,0,5.6,True Confessions
326890,0.203356,0,5,Revolution #9
277724,0.003312,0,0,Better Housekeeping
36669,12.996474,431971116,5.8,Die Another Day
17187,4.84291,0,6.9,The Emperor's Club
10426,5.794821,33526835,6,Friday After Next
32625,5.304475,0,5,Personal Velocity
8198,8.230447,27674124,6.5,The Quiet American
204372,0.181198,0,5,Smokers Only
64,6.648278,51001550,7.5,Talk to Her
13376,11.788185,23833131,5.3,Eight Crazy Nights
15074,2.947411,10959475,5,Extreme Ops
2103,10.642824,30002758,5.9,Solaris
9016,16.141913,109578115,7.2,Treasure Planet
16028,4.583304,0,4.6,They
27070,0.982881,0,4.3,Chopper Chicks in Zombietown
5261,1.510797,0,6.3,What to Do in Case of Fire?
15514,0.536339,0,5,I Love You Too
23303,7.327229,0,4.9,Another You
20992,3.911557,0,6.9,Brother
66091,0.687325,0,6.1,A Cruel Romance
6007,2.148946,0,7,Elling
25239,12.412877,0,5.8,I Spit on Your Grave
42453,1.759153,0,5.9,The Island at the Top of the World
25284,4.187079,0,6.7,The Last Seduction
125337,0.714564,0,6,The Last Seduction II
7011,0.712615,0,6.3,Making Contact
35612,0.638452,0,7.6,New Waterford Girl
10880,0.441841,0,4.1,The Noah's Ark Principle
13945,3.523637,39103425,5.6,The Sword and the Sorcerer
14433,11.604242,8000000,7.4,Zulu
9932,9.927412,55003135,5.7,Analyze That
13369,2.148655,18591272,6.4,Empire
2757,11.624481,32801173,7.3,Adaptation.
7299,12.671637,5359645,6.9,Equilibrium
78022,0.645316,0,4,My Kingdom
279784,0.003438,0,0,Soap Girl
32273,1.450026,0,7.1,It All Starts Today
26356,2.216567,0,6.1,Medea
23990,2.065757,0,5,Scarlet Diva
4241,3.577025,0,6.7,Visitor Q
37335,1.455537,0,7.4,Bolero: Dance of Life
34113,0.102459,0,7.1,Urgh! A Music War
22257,0.726743,0,7.4,Vabank
35343,0.083938,0,5.8,Varning för Jönssonligan
30142,1.320642,0,6.9,"Vernon, Florida"
17360,9.865257,27453418,6.7,Escape to Victory
31695,2.236259,0,6.6,Whose Life Is It Anyway?
76397,1.128317,0,6.9,Zoot Suit
40952,1.057387,8178569,5.5,Alone in the Dark
38849,1.295139,0,5.6,Android
71524,2.014981,0,6.7,Ace of Aces
43279,1.021685,88000,4.2,Attack Force Z
29743,2.835882,0,5.7,Attila flagello di Dio
41760,3.727104,0,5.6,Author! Author!
31665,1.134435,1736123,6.4,Barbarosa
40219,0.948859,0,5.3,The Beast Within
45840,4.771286,0,5.3,Best Friends
16363,2.171346,69701637,5.9,The Best Little Whorehouse in Texas
22023,2.686525,0,6.1,The Border
171,4.964833,0,6.3,The Party 2
73116,0.620534,0,6.8,Brimstone & Treacle
26639,2.008448,0,7.5,Britannia Hospital
42124,2.712121,0,7.7,Burden of Dreams
25297,2.086954,0,5.5,Cannery Row
39274,0.3985,0,6.6,The Challenge
11564,4.821182,0,6.2,Class of 1984
67772,1.094395,840000,4.9,"Come Back to the 5 & Dime, Jimmy Dean, Jimmy Dean"
4202,1.547715,0,7,Danton
17590,3.814738,0,6.7,Deathtrap
20787,1.125238,0,5.8,The Man Who Saves The World
28940,11.758627,0,7,Eating Raoul
13497,5.270187,57588485,6.2,Drumline
11852,8.734328,35081550,5.5,The Hot Chick
7303,7.291939,154906693,5.6,Maid in Manhattan
201,11.367801,67312826,6.1,Star Trek: Nemesis
2755,11.066473,105834556,6.7,About Schmidt
33504,2.503983,0,7.1,El Bola
21868,7.724715,0,6.5,Evelyn
65684,0.780534,0,4.5,The Guys
10856,3.249017,0,6.7,Intacto
99826,0.231573,0,8,The Jimmy Show
18602,2.328347,0,7.2,Morvern Callar
121,29.423537,926287400,8,The Lord of the Rings: The Two Towers
25838,2.438822,0,7.7,Devils on the Doorstep
1429,10.271871,13060843,7.2,25th Hour
13435,10.944654,23367586,6.7,Antwone Fisher
3131,14.922399,193772504,7.1,Gangs of New York
2642,7.738531,93354918,5.9,Two Weeks Notice
14317,5.341749,0,5.8,The Wild Thornberrys Movie
11022,5.20644,12633747,6.8,Narc
24249,2.301922,0,5.8,Bad Influence
9491,5.200399,0,5.4,Blue Steel
2149,4.655727,13273595,4.5,Body of Evidence
20139,7.591269,0,7.5,The Children's Hour
32074,1.228145,1501785,5.2,Company Business
19067,5.82556,0,7.1,The Duellists
53712,2.711073,0,7.1,A Kiss Before Dying
25848,4.250819,2200000,6.1,Legend of the Lost
14931,3.206796,0,5.7,Miami Blues
11317,4.911734,0,5.4,My Girl 2
4032,8.605742,0,7,My Girl
8392,13.507299,0,8,My Neighbor Totoro
31804,1.561911,0,6,The Road to Hong Kong
81048,0.471913,1596,6.2,Running Time
12232,3.428166,0,7.5,The Thief of Bagdad
11706,3.666277,12500000,6.8,War and Peace
61265,0.520664,0,3,Where Sleeping Dogs Lie
42569,3.351759,0,6.9,Where’s Poppa?
25720,3.098412,0,6.1,The Whistle Blower
26946,5.264676,0,4.9,Attack of the Crab Monsters
16938,5.310614,0,6.8,Black Christmas
21143,7.351703,0,6.1,The Day of the Triffids
61578,0.10648,0,5,Esther Kahn
20424,3.262443,0,6,Invaders from Mars
4561,5.100454,0,5.7,The Story of O
4435,1.484908,19000000,5.8,Asoka
16993,2.576301,0,7,Fat City
18002,4.886559,0,6.6,"Love, Honour and Obey"
21332,2.732817,0,5.5,Quicksilver
640,19.833077,352114312,7.7,Catch Me If You Can
10599,6.463613,41323171,5.6,Pinocchio
1574,13.325347,306776732,6.9,Chicago
590,14.686487,41597830,7,The Hours
13560,5.740474,0,6.2,Max
29339,4.056577,0,6.8,Nicholas Nickleby
423,14.811594,120072577,8.1,The Pianist
28028,4.387474,0,5,Sonny
41084,0.503289,0,6.8,Champagne For Caesar
18773,1.166411,0,4.4,Doppelganger
16225,3.511503,0,5.2,Heavy Metal 2000
28679,3.227677,0,5.8,House on the Edge of the Park
262,9.093411,0,7.6,The King of Comedy
15395,2.362585,0,6.5,Love Liza
4912,11.331072,33013805,6.6,Confessions of a Dangerous Mind
107693,0.306179,0,7,Abraham's Valley
23626,1.578537,604856,6,Blue Collar Comedy Tour: The Movie
12090,6.001152,101564935,5.3,Just Married
44233,0.296765,0,4.2,P.S. Your Cat Is Dead!
35172,1.916933,0,6.5,The Son
36273,0.408024,0,6.6,The City of Lost Souls
14390,1.836741,0,5.6,Double Whammy
41209,1.435948,0,5,WiseGirls
9582,4.444724,17432163,5.3,A Guy Thing
10628,6.538007,0,4.3,Kangaroo Jack
11078,6.409297,50097949,5.5,National Security
77633,3.500979,0,5.7,Big Shot's Funeral
598,14.95927,30641770,8.2,City of God
99885,0.001181,0,0,Divine Intervention
15842,0.918722,0,4.9,Kira's Reason: A Love Story
24711,3.397781,0,6.8,Above Suspicion
43886,1.282491,0,5,Alice Adams
11222,6.710499,0,7,The American Friend
13199,3.160917,0,7.3,American Me
8073,5.648187,182857,7.5,Band of Outsiders
26393,2.145688,11690,4,Breaking Up
15278,11.449373,17953778,6.2,CB4
1484,0.805363,0,6.6,The Deathmaker
14667,2.625143,0,6.6,Dogfight
47263,1.033187,0,6,"Easy Come, Easy Go"
18692,2.036182,0,5.8,Fun in Acapulco
15734,1.435609,0,5.6,Girls! Girls! Girls!
34148,4.480053,0,7.2,Imitation of Life
20813,3.568628,0,7.5,A Little Romance
53027,1.784133,6166819,5.5,Mystery Date
18894,2.679902,0,4.8,"Paradise, Hawaiian Style"
26252,2.57335,153936,7.6,Pépé le Moko
24742,4.44326,8622757,6.7,Secret Admirer
19415,3.531531,0,5.4,Summer Lovers
41927,0.987034,0,5,Tune in Tomorrow...
5968,19.856025,0,5.6,The Woman in Red
10727,11.878552,0,4.9,Darkness Falls
9045,4.576053,0,7.1,Amen.
9082,0.432019,0,6,Blind Spot: Hitler's Secretary
92348,0.32561,0,7.7,In the Mirror of Maya Deren
80965,0.028517,0,0,Blind Date
14469,7.572944,0,6.8,Bullet
55909,1.421475,0,6.1,Claudine
20663,6.848208,0,6.4,Dead Reckoning
31916,1.393799,0,6.2,The Devil at 4 O'Clock
61807,1.571857,0,5.6,Ethan Frome
20639,1.095507,0,6.8,Gus
7514,6.820596,0,6.8,The Harder They Come
42645,0.506363,0,5.1,The Horse in the Gray Flannel Suit
29463,1.560562,0,7,Krush Groove
42795,0.985362,0,6.2,The Moon-Spinners
39349,2.157297,0,5.4,Sugar Hill
44164,0.405032,0,6.1,Chaos
12253,11.269558,23510601,5,Biker Boyz
9358,12.638573,90426405,5.9,Final Destination 2
1647,11.485473,101191884,6.2,The Recruit
9027,4.720788,0,5.1,The Guru
125945,0.193054,0,5,Kedma
21189,4.128414,0,7.2,Lost in La Mancha
